Code	D_code	ast	usedate	Valid	WHO	Code_w	d_code_w	Prim	Headline	Text	Tehty	ic9_cm	icd9_cm2	Text_2	SSKParentDgKods	SSKGrupa	Vai ieklaut	Teh pievienosana	Upper level idx	Laiks
A54.62										Tupla un taisnas zarnas gonokoku infekcija, hroniska					A54.6	Parsvara seksuali transmisivas infekcijas	x	X	x	
A54.8										Citas lokalizacijas gonokoku infekcija					A54	Parsvara seksuali transmisivas infekcijas	x	X	x	
A54.9										Neprecizeta gonokoku infekcija					A54	Parsvara seksuali transmisivas infekcijas	x	X	x	
A55										Hlamidiju limfogranuloma (lymphogranuloma venereum)					NULL	Parsvara seksuali transmisivas infekcijas				
A56										Citas seksuali transmisivas hlamidiju ierosinatas slimibas					NULL	Parsvara seksuali transmisivas infekcijas				
A56.0										Apakseja urogenitala trakta hlamidiju infekcija					A56	Parsvara seksuali transmisivas infekcijas				
A56.1										Pelvioperitoneja un citu urogenitalo organu hlamidiju infekcija					A56	Parsvara seksuali transmisivas infekcijas				
A56.2										Neprecizeta urogenitala trakta hlamidiju infekcija					A56	Parsvara seksuali transmisivas infekcijas				
A56.3										Tupla un taisnas zarnas hlamidiju infekcija					A56	Parsvara seksuali transmisivas infekcijas				
A56.4										Hlamidiju ierosinats faringits					A56	Parsvara seksuali transmisivas infekcijas				
A56.8										Citas lokalizacijas seksuali transmisivas hlamidiju ierosinatas slimibas					A56	Parsvara seksuali transmisivas infekcijas	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               			
A57										Sankroids					NULL	Parsvara seksuali transmisivas infekcijas				
A58										Cirksnu granuloma (granuloma inguinale)					NULL	Parsvara seksuali transmisivas infekcijas				
A59										Trihomonoze					NULL	Parsvara seksuali transmisivas infekcijas				
A59.0										Urogenitala trihomonoze					A59	Parsvara seksuali transmisivas infekcijas				
A59.8										Citas lokalizacijas trihomonoze					A59	Parsvara seksuali transmisivas infekcijas				
A59.9										Neprecizeta trihomonoze					A59	Parsvara seksuali transmisivas infekcijas				
A60										Anogenitala  herpesvirusu [herpes simplex] infekcija					NULL	Parsvara seksuali transmisivas infekcijas				
A60.0										Genitaliju un urogenitala trakta herpesvirusu infekcija					A60	Parsvara seksuali transmisivas infekcijas				
A60.1										Perianalas adas un taisnas zarnas herpesvirusu infekcija					A60	Parsvara seksuali transmisivas infekcijas				
A60.9										Neprecizeta anogenitala herpesvirusu infekcija					A60	Parsvara seksuali transmisivas infekcijas				
A63										Citas parsvara seksuali transmisivas citur neklasificetas slimibas					NULL	Parsvara seksuali transmisivas infekcijas				
A63.0										Anogenitalas (veneriskas) karpas					A63	Parsvara seksuali transmisivas infekcijas				
A63.8										Citas precizetas parsvara seksuali transmisivas slimibas					A63	Parsvara seksuali transmisivas infekcijas				
A64										Neprecizeta seksuali transmisiva slimiba					NULL	Parsvara seksuali transmisivas infekcijas				
A65										Nevenerisks sifiliss					NULL	Citas spirohetu ierosinatas slimibas				
A66										Frambezija					NULL	Citas spirohetu ierosinatas slimibas				
A66.0										Iniciala frambezija					A66	Citas spirohetu ierosinatas slimibas				
A66.1										Multiplas papilomas un mitrojosa aktiva frambezija					A66	Citas spirohetu ierosinatas slimibas				
A66.2										Citi agrini frambezijas adas bojajumi					A66	Citas spirohetu ierosinatas slimibas				
A66.3										Frambezijas hiperkeratoze					A66	Citas spirohetu ierosinatas slimibas				
A66.4										Frambezijas gummas un culas					A66	Citas spirohetu ierosinatas slimibas				
A66.5										Gangosa (gangosa)					A66	Citas spirohetu ierosinatas slimibas				
A66.6										Frambezijas kaulu un locitavu bojajumi					A66	Citas spirohetu ierosinatas slimibas				
A66.7										Citas frambezijas izpausmes					A66	Citas spirohetu ierosinatas slimibas				
A66.8										Latenta frambezija					A66	Citas spirohetu ierosinatas slimibas				
A66.9										Neprecizeta frambezija					A66	Citas spirohetu ierosinatas slimibas				
A67										Pinta [karate]					NULL	Citas spirohetu ierosinatas slimibas				
A67.0										Pintas inicialas izpausmes					A67	Citas spirohetu ierosinatas slimibas				
A67.1										Pintas agrinas izpausmes					A67	Citas spirohetu ierosinatas slimibas				
A67.2										Pintas velinas izpausmes					A67	Citas spirohetu ierosinatas slimibas				
A67.3										Pintas jauktas izpausmes					A67	Citas spirohetu ierosinatas slimibas				
A67.9										Neprecizeta pinta					A67	Citas spirohetu ierosinatas slimibas				
A68										Atgriezeniskie drudzi					NULL	Citas spirohetu ierosinatas slimibas				
A68.0										Utu atgulas tifs					A68	Citas spirohetu ierosinatas slimibas				
A68.1										Ercu atgulas tifs					A68	Citas spirohetu ierosinatas slimibas				
A68.9										Neprecizets atgulas tifs					A68	Citas spirohetu ierosinatas slimibas				
A69										Citas spirohetu ierosinatas infekcijas					NULL	Citas spirohetu ierosinatas slimibas				
A69.0										Nekrotisks culains stomatits					A69	Citas spirohetu ierosinatas slimibas				
A69.1										Citas Vensana (Vincent) infekcijas					A69	Citas spirohetu ierosinatas slimibas				
A69.2										Laimas (Lyme) slimiba					A69	Citas spirohetu ierosinatas slimibas	x	X		
A69.8										Citas precizetas spirohetu ierosinatas infekcijas					A69	Citas spirohetu ierosinatas slimibas				
A69.9										Neprecizeta spirohetu infekcija					A69	Citas spirohetu ierosinatas slimibas				
A70										Chlamydia psittaci infekcijas					NULL	Citas hlamidiju ierosinatas slimibas				
A71										Trahoma					NULL	Citas hlamidiju ierosinatas slimibas				
A71.0										Iniciala trahoma					A71	Citas hlamidiju ierosinatas slimibas				
A71.1										Trahomas aktiva stadija					A71	Citas hlamidiju ierosinatas slimibas				
A71.9										Neprecizeta trahoma					A71	Citas hlamidiju ierosinatas slimibas				
A74										Citas hlamidiju ierosinatas slimibas					NULL	Citas hlamidiju ierosinatas slimibas				
A74.0										Hlamidiju konjunktivits (H13.1*)					A74	Citas hlamidiju ierosinatas slimibas				
A74.8										Citas hlamidiju slimibas					A74	Citas hlamidiju ierosinatas slimibas				
A74.9										Neprecizeta hlamidiju infekcija					A74	Citas hlamidiju ierosinatas slimibas				
A75										Izsitumu tifs					NULL	Riketsiozes				
A75.0										Rickettsia prowazekii epidemiskais utu izsitumu tifs					A75	Riketsiozes				
A75.1										Velini recidivejoss izsitumu tifs [Brilla slimiba]					A75	Riketsiozes				
A75.2										Rickettsia typhi ierosinats izsitumu tifs					A75	Riketsiozes				
A75.3										Rickettsia tsutsugamushi ierosinats tifs					A75	Riketsiozes				
A75.9										Neprecizets izsitumu tifs					A75	Riketsiozes				
A77										Plankumainais drudzis [ercu riketsiozes]					NULL	Riketsiozes				
A77.0										Rickettsia rickettsii ierosinats plankumainais drudzis					A77	Riketsiozes				
A77.1										Rickettsia conorii ierosinats plankumainais drudzis					A77	Riketsiozes				
A77.2										Rickettsia siberica ierosinats plankumainais drudzis					A77	Riketsiozes				
A77.3										Rickettsia australis ierosinats plankumainais drudzis					A77	Riketsiozes				
A77.8										Citi plankumainie drudzi					A77	Riketsiozes				
A77.9										Neprecizets plankumainais drudzis					A77	Riketsiozes				
A78										Q drudzis					NULL	Riketsiozes				
A79										Citas riketsiozes					NULL	Riketsiozes				
A79.0										Transeju drudzis					A79	Riketsiozes				
A79.1										Rickettsia akari ierosinatas riketsiju bakas					A79	Riketsiozes				
A79.8										Citas precizetas riketsiozes					A79	Riketsiozes				
A79.9										Neprecizeta riketsioze					A79	Riketsiozes				
A80										Akuts poliomielits					NULL	Centralas nervu sistemas virusinfekcijas				
A80.0										Akuts paralitisks, ar vakcinaciju saistits poliomielits					A80	Centralas nervu sistemas virusinfekcijas				
A80.1										Akuts paralitisks poliomielits, ko ierosina ievests savvalas viruss					A80	Centralas nervu sistemas virusinfekcijas				
A80.2										Akuts paralitisks poliomielits, ko ierosina vietejais savvalas viruss					A80	Centralas nervu sistemas virusinfekcijas				
A80.3										Akuts paralitisks poliomielits, cits un neprecizets					A80	Centralas nervu sistemas virusinfekcijas				
A80.4										Akuts neparalitisks poliomielits					A80	Centralas nervu sistemas virusinfekcijas				
A80.9										Neprecizets akuts poliomielits					A80	Centralas nervu sistemas virusinfekcijas				
A81										Leno virusu ierosinatas centralas nervu sistemas infekcijas					NULL	Centralas nervu sistemas virusinfekcijas				
A81.0										Kreicfelda-Jakoba (Creutzfeldt-Jakob) slimiba					A81	Centralas nervu sistemas virusinfekcijas				
A81.1										Subakuts sklerozejoss panencefalits					A81	Centralas nervu sistemas virusinfekcijas				
A81.2										Progresejosa multifokala  leikoencefalopatija					A81	Centralas nervu sistemas virusinfekcijas				
A81.8										Citas centralas nervu sistemas leno virusu infekcijas					A81	Centralas nervu sistemas virusinfekcijas				
A81.9										Neprecizetas centralas nervu sistemas leno virusu infekcijas					A81	Centralas nervu sistemas virusinfekcijas				
A82										Trakumserga					NULL	Centralas nervu sistemas virusinfekcijas				
A82.0										Lauku trakumserga					A82	Centralas nervu sistemas virusinfekcijas				
A82.1										Pilsetas trakumserga					A82	Centralas nervu sistemas virusinfekcijas				
A82.9										Neprecizeta trakumserga					A82	Centralas nervu sistemas virusinfekcijas				
A83										Moskitu parnests virusencefalits					NULL	Centralas nervu sistemas virusinfekcijas				
A83.0										Japanas encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.1										Rietumu zirgu encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.2										Austrumu zirgu encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.3										Sentluisas encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.4										Australijas encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.5										Kalifornijas encefalits					A83	Centralas nervu sistemas virusinfekcijas				
A83.6										Roco (Rocio) virusa slimiba					A83	Centralas nervu sistemas virusinfekcijas				
A83.8										Citi moskitu parnesti virusencefaliti					A83	Centralas nervu sistemas virusinfekcijas				
A83.9										Neprecizets moskitu parnests virusencefalits					A83	Centralas nervu sistemas virusinfekcijas				
A84										Ercu parnests virusencefalits					NULL	Centralas nervu sistemas virusinfekcijas				
A84.0										Talo Austrumu ercu encefalits [Krievijas pavasara un vasaras encefalits]					A84	Centralas nervu sistemas virusinfekcijas	x	X		
A84.1										Centraleiropas ercu encefalits					A84	Centralas nervu sistemas virusinfekcijas	x	X		
A84.8										Citi ercu encefaliti					A84	Centralas nervu sistemas virusinfekcijas				
A84.9										Neprecizets ercu encefalits					A84	Centralas nervu sistemas virusinfekcijas				
A85										Cits, citur neklasificets virusencefalits					NULL	Centralas nervu sistemas virusinfekcijas	x	X		
A85.0										Enterovirusu encefalits (G05.1*)					A85	Centralas nervu sistemas virusinfekcijas		x	x	
A85.1										Adenovirusu encefalits (G05.1*)					A85	Centralas nervu sistemas virusinfekcijas		x	x	
A85.2										Neprecizets posmkaju parnests virusencefalits					A85	Centralas nervu sistemas virusinfekcijas		x	x	
A85.8										Cits precizets virusencefalits					A85	Centralas nervu sistemas virusinfekcijas		x	x	
A86										Neprecizets virusencefalits					NULL	Centralas nervu sistemas virusinfekcijas	x	X		
A87										Virusmeningits					NULL	Centralas nervu sistemas virusinfekcijas	x	X		
A87.0										Enterovirusu meningits (G02.0*)					A87	Centralas nervu sistemas virusinfekcijas		x	x	
A87.1										Adenovirusu meningits (G02.0*)					A87	Centralas nervu sistemas virusinfekcijas		x	x	
A87.2										Limfocitars horiomeningits					A87	Centralas nervu sistemas virusinfekcijas		x	x	
A87.8										Citi virusmeningiti					A87	Centralas nervu sistemas virusinfekcijas		x	x	
A87.9										Neprecizets virusmeningits					A87	Centralas nervu sistemas virusinfekcijas		x	x	
A88										Citas  citur neklasificetas centralas nervu sistemas virusinfekcijas					NULL	Centralas nervu sistemas virusinfekcijas				
A88.0										Enterovirusu eksantematozais drudzis [Bostonas drudzis]					A88	Centralas nervu sistemas virusinfekcijas				
A88.1										Epidemiskais reibonis					A88	Centralas nervu sistemas virusinfekcijas				
A88.8										Citas precizetas centralas nervu sistemas virusinfekcijas					A88	Centralas nervu sistemas virusinfekcijas				
A89										Neprecizetas centralas nervu sistemas virusinfekcijas					NULL	Centralas nervu sistemas virusinfekcijas				
A90										Denges (dengue) drudzis [klasiskais denge]					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A91										Denges hemoragiskais drudzis					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi	x	X		
A92										Citi moskitu parnestie virusu drudzi					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.0										Cikungunjas (Chikungunya) virusslimiba					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.1										O''njong-njong (O''nyong-nyong) drudzis					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.2										Venecuelas zirgu drudzis					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.3										Rietumnilas drudzis					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.4										Riftas ielejas (Rift Valley) drudzis					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.8										Citi precizeti moskitu parnesti virusu drudzi					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A92.9										Neprecizeti moskitu parnesti drudzi					A92	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A93										Citi  citur neklasificeti posmkaju parnesti virusu drudzi					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A93.0										Oropuces (Oropouche) virusslimiba					A93	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A93.1										Smilsu musu drudzis					A93	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A93.2										Kolorado ercu drudzis					A93	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A93.8										Citi precizeti posmkaju parnesti virusu drudzi					A93	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A94										Neprecizets posmkaju parnests virusu drudzis					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A95										Dzeltenais drudzis					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A95.0										Lauku dzeltenais drudzis					A95	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A95.1										Pilsetas dzeltenais drudzis					A95	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A95.9										Neprecizets dzeltenais drudzis					A95	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96										Arenavirusu hemoragiskais drudzis					NULL	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96.0										Hunina (Junin) hemoragiskais drudzis					A96	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96.1										Macupo (Machupo) hemoragiskais drudzis					A96	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96.2										Lasas (Lassa) drudzis					A96	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96.8										Citi arenavirusu hemoragiskie drudzi					A96	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
A96.9										Neprecizets arenavirusu hemoragiskais drudzis					A96	Posmkaju parnestie virusu drudzi un virusu hemoragiskie drudzi				
