KOD;TEXT;HÄNDELSE
B341W;Annan specificerad enterovirusinfektion, ospecificerad lokalisation;0
B342;Coronavirusinfektion, ospecificerad lokalisation;0
B343;Parvovirusinfektion, ospecificerad lokalisation;0
B344;Papovavirusinfektion, ospecificerad lokalisation;0
B348;Infektion med andra virus, ospecificerad lokalisation;0
B349;Virusinfektion, ospecificerad;0
B350;Dermatofytos i hårbotten och skäggbotten;0
B350A;Kerion Celsi;0
B350B;Ringorm i hårbotten;0
B350C;Skäggsvamp;0
B350D;Sycosis mycotica;0
B350E;Tinea faciei;0
B350X;Dermatofytos i hårbotten och skäggbotten, ospecificerad;0
B351;Nagelsvamp;0
B351A;Tinea unguium;0
B351B;Leukonychia trichophytica;0
B351X;Nagelsvamp, ospecificerad;0
B352;Dermatofytos på hand;0
B353;Dermatofytos på fot;0
B354;Dermatofytos på bålen;0
B355;Tinea imbricata;0
B356;Dermatofytos på benet;0
B358;Andra dermatofytoser;0
B358A;Disseminerad dermatofytos;0
B358B;Granulomatös dermatofytos;0
B358W;Andra specificerade dermatofytoser;0
B359;Dermatofytos, ospecificerad;0
B360;Pityriasis versicolor;0
B361;Tinea nigra;0
B362;Vit piedra;0
B363;Svart piedra;0
B368;Andra specificerade ytliga mykoser;0
B369;Ytlig mykos, ospecificerad;0
B370;Candidainfektion i munnen;0
B371;Candidainfektion i lunga;0
B372;Candidainfektion i hud och naglar;0
B372A;Candidaonyki;0
B372B;Candidaparonyki;0
B372C;Candidaintertrigo;0
B372D;Interdigital candidainfektion;0
B372X;Candidainfektion i hud och naglar, ospecificerad;0
B373;Candidainfektion i vulva och vagina;0
B374;Candidainfektion i andra urogenitalorgan;0
B375;Candidameningit;0
B376;Candidaendokardit;0
B377;Candidasepsis;0
B378;Candidainfektion med andra lokalisationer;0
B378A;Candidakeilit;0
B378B;Candidaenterit;0
B378C;Disseminerad candidainfektion;0
B378D;Candidaesofagit;0
B378W;Candidainfektion med andra lokalisationer;0
B379;Candidainfektion, ospecificerad;0
B380;Akut pulmonell koccidioidomykos;0
B381;Kronisk pulmonell koccidioidomykos;0
B382;Pulmonell koccidioidomykos, ospecificerad;0
B383;Kutan koccidioidomykos;0
B384;Koccidioidomykosmeningit;0
B387;Disseminerad koccidioidomykos;0
B388;Andra specificerade former av koccidioidomykos;0
B389;Koccidioidomykos, ospecificerad;0
B390;Akut pulmonell histoplasmos orsakad av Histoplasma capsulatum;0
B391;Kronisk pulmonell histoplasmos orsakad av Histoplasma capsulatum;0
B392;Icke specificerad pulmonell histoplasmos orsakad av Histoplasma capsulatum;0
B393;Disseminerad histoplasmos orsakad av Histoplasma capsulatum;0
B394;Histoplasmos orsakad av Histoplasma capsulatum, ospecificerad;0
B395;Histoplasmos orsakad av Histoplasma duboisii;0
B399;Histoplasmos, ospecificerad;0
B400;Akut pulmonell blastomykos;0
B401;Kronisk pulmonell blastomykos;0
B402;Pulmonell blastomykos, ospecificerad;0
B403;Kutan blastomykos;0
B407;Disseminerad blastomykos;0
B408;Andra specificerade former av blastomykos;0
B409;Blastomykos, ospecificerad;0
B410;Pulmonell parakoccidioidomykos;0
B417;Disseminerad parakoccidioidomykos;0
B418;Andra specificerade former av parakoccidioidomykos;0
B419;Parakoccidioidomykos, ospecificerad;0
B420;Pulmonell sporotrikos;0
B421;Lymfokutan sporotrikos;0
B427;Disseminerad sporotrikos;0
B428;Andra specificerade former av sporotrikos;0
B429;Sporotrikos, ospecificerad;0
B430;Kutan kromomykos;0
B431;Feomykotisk hjärnabscess;0
B432;Subkutan feomykotisk abscess och cysta;0
B438;Andra specificerade former av kromomykos;0
B439;Kromomykos, ospecificerad;0
B440;Invasiv lungaspergillos;0
B441;Annan lungaspergillos;0
B442;Tonsillaspergillos;0
B447;Disseminerad aspergillos;0
B448;Andra specificerade former av aspergillos;0
B449;Aspergillos, ospecificerad;0
B450;Kryptokockos i lunga;0
B451;Cerebral kryptokockos;0
B452;Kutan kryptokockos;0
B453;Kryptokockos i benvävnad;0
B457;Disseminerad kryptokockos;0
B458;Andra specificerade former av kryptokockos;0
B459;Kryptokockos, ospecificerad;0
B460;Pulmonell mucormykos;0
B461;Rinocerebral mucormykos;0
B462;Gastrointestinal mucormykos;0
B463;Kutan mucormykos;0
B464;Disseminerad mucormykos;0
B465;Mucormykos, ospecificerad;0
B468;Andra specificerade zygomykoser;0
B469;Zygomykos, ospecificerad;0
B470;Eumycetom;0
B471;Aktinomycetom;0
B479;Mycetom, ospecificerat;0
B480;Lobomykos;0
B481;Rinosporidios;0
B482;Allescheriasis;0
B483;Geotrikos;0
B484;Penicillos;0
B487;Opportunistisk mykos;0
B488;Andra specificerade mykoser;0
B499;Icke specificerad mykos;0
B500;Malaria orsakad av Plasmodium falciparum med cerebrala komplikationer;0
B508;Annan svår eller komplicerad malaria orsakad av Plasmodium falciparum;0
B509;Malaria orsakad av Plasmodium falciparum utan komplikationer;0
B510;Malaria orsakad av Plasmodium vivax med mjältruptur;0
B518;Malaria orsakad av Plasmodium vivax med andra komplikationer;0
B519;Malaria orsakad av Plasmodium vivax utan komplikationer;0
B520;Malaria orsakad av Plasmodium malariae med nefropati;0
B528;Malaria orsakad av Plasmodium malariae med andra komplikationer;0
B529;Malaria orsakad av Plasmodium malariae utan komplikationer;0
B530;Malaria orsakad av Plasmodium ovale;0
B531;Malaria orsakad av ap-plasmodier;0
B538;Annan parasitologiskt verifierad malaria som ej klassificeras annorstädes;0
B549;Malaria, ospecificerad;0
B550;Visceral leishmanios;0
B551;Kutan leishmanios;0
B552;Mukokutan leishmanios;0
B559;Leishmanios, ospecificerad;0
B560;Gambiense-trypanosomiasis;0
B561;Rhodesiense-trypanosomiasis;0
B569;Afrikansk trypanosomiasis, ospecificerad;0
B570;Akut Chagas sjukdom med hjärtengagemang;0
B571;Akut Chagas sjukdom utan hjärtengagemang;0
B572;Chagas sjukdom med hjärtengagemang;0
B573;Chagas sjukdom med engagemang av mag-tarmkanalen;0
B574;Chagas sjukdom med engagemang av nervsystemet;0
B575;Chagas sjukdom med engagemang av andra organ;0
B580;Okulopati vid toxoplasmos;0
B581;Toxoplasmahepatit;0
B582;Meningoencefalit vid toxoplasmos;0
B583;Lungtoxoplasmos;0
B588;Toxoplasmos med engagemang av andra organ;0
B589;Toxoplasmos, ospecificerad;0
B599;Pneumocystos;0
B600;Babesios;0
B601;Acanthamoebiasis;0
B602;Naegleriasis;0
B608;Andra specificerade protozosjukdomar;0
B649;Icke specificerad protozosjukdom;0
B650;Infektion med Schistosoma haematobium;0
B651;Infektion med Schistosoma mansoni;0
B652;Infektion med Schistosoma japonicum;0
B653;Cercariadermatit;0
B658;Andra specificerade former av schistosomiasis;0
B659;Schistosomiasis, ospecificerad;0
B660;Opisthorchiasis;0
B661;Clonorchiasis;0
B662;Dicrocoeliasis;0
B663;Fascioliasis;0
B664;Paragonimiasis;0
B665;Fasciolopsiasis;0
B668;Andra specificerade trematodinfektioner;0
B669;Trematodinfektion, ospecificerad;0
B670;Echinococcus granulosus-infektion i levern;0
B671;Echinococcus granulosus-infektion i lunga;0
B672;Echinococcus granulosus-infektion i benvävnad;0
B673;Echinococcus granulosus-infektion med annan eller multipel lokalisation;0
B674;Icke specificerad Echinococcus granulosus-infektion;0
B675;Echinococcus multilocularis-infektion i levern;0
B676;Echinococcus multilocularis-infektion med annan eller multipel lokalisation;0
B677;Icke specificerad Echinococcus multilocularis-infektion;0
B678;Icke specificerad echinokockos i levern;0
B679;Annan och icke specificerad echinokockos;0
B680;Infektion med Taenia solium, intestinal form;0
B681;Infektion med Taenia saginata;0
B689;Taeniainfektion, ospecificerad;0
B690;Cysticerkos i centrala nervsystemet;0
B691;Cysticerkos i ögat;0
B698;Cysticerkos med andra lokalisationer;0
B699;Cysticerkos, ospecificerad;0
B700;Diphyllobothriasis;0
B701;Sparganos;0
B710;Hymenolepiasis;0
B711;Dipylidiasis;0
B718;Andra specificerade bandmaskinfektioner;0
B719;Bandmaskinfektion, ospecificerad;0
B729;Dracontiasis;0
B739;Onchocerciasis;0
B740;Filariainfektion orsakad av Wuchereria bancrofti;0
B741;Filariainfektion orsakad av Brugia malayi;0
B742;Filariainfektion orsakad av Brugia timori;0
B743;Loiasis;0
B744;Infektion med Mansonella ozzardi, Mansonella perstans eller Mansonella streptocerca;0
B748;Andra specificerade filariainfektioner;0
B749;Filariainfektion, ospecificerad;0
B759;Trikinos;0
B760;Hakmaskinfektion orsakad av Ancylostoma-arter;0
B761;Hakmaskinfektion orsakad av Necator americanus;0
B768;Andra specificerade hakmasksjukdomar;0
B769;Hakmasksjukdom, ospecificerad;0
B770;Spolmaskinfektion med tarmkomplikationer;0
B778;Spolmaskinfektion med andra komplikationer;0
B779;Spolmaskinfektion, ospecificerad;0
B780;Intestinal strongyloidesinfektion;0
B781;Kutan strongyloidesinfektion;0
B787;Disseminerad strongyloidesinfektion;0
B789;Strongyloidesinfektion, ospecificerad;0
B799;Piskmaskinfektion;0
B809;Springmaskinfektion;0
B810;Anisakiasis;0
B811;Intestinal capillariasis;0
B812;Trichostrongyliasis;0
B813;Intestinal angiostrongyliasis;0
B814;Blandad tarmmasksjukdom;0
B818;Andra specificerade tarmmasksjukdomar;0
B820;Icke specificerad tarmmasksjukdom;0
B829;Sjukdom orsakad av tarmparasit, ospecificerad;0
B830;Visceral larva migrans;0
B831;Gnathostomiasis;0
B832;Angiostrongyliasis orsakad av Angiostrongylus (Parastrongylus)  cantonensis;0
B833;Syngamiasis;0
B834;Inre hirudiniasis;0
B838;Andra specificerade masksjukdomar;0
B839;Masksjukdom, ospecificerad;0
B850;Huvudlöss;0
B851;Kroppslöss;0
B852;Icke specificerat lusangrepp;0
B853;Flatlöss;0
B854;Blandat lusangrepp;0
B869;Skabb;0
B870;Kutan myiasis;0
B871;Myiasis i sår;0
B872;Okulär myiasis;0
B873;Nasofaryngeal myiasis;0
B874;Myiasis i öra;0
B878;Myiasis med annan lokalisation;0
B879;Myiasis, ospecificerad;0
B880;Annan akarinos;0
B880A;Dermatit orsakad av Demodex-arter;0
B880B;Dermatit orsakad av Dermanyssus gallinae;0
B880C;Dermatit orsakad av Liponyssoides sanguineus;0
B880D;Dermatit orsakad av Cheyletiella-arter;0
B880E;Scabies animalis;0
B880F;Trombiculosis;0
B880W;Annan och icke specificerad akarinos;0
B881;Infestation med sandloppa;0
B882;Annan artropodinfestation;0
B883;Yttre hirudiniasis;0
B888;Andra specificerade infestationer;0
B889;Infestation, ospecificerad;0
B899;Icke specificerade parasitsjukdomar;0
B900;Sena effekter av tuberkulos i centrala nervsystemet;0
B901;Sena effekter av tuberkulos i urin- och könsorganen;0
B902;Sena effekter av tuberkulos i skelett och leder;0
B908;Sena effekter av tuberkulos i andra organ;0
B909;Sena effekter av tuberkulos i andningsorganen och icke specificerad tuberkulos;0
B919;Sena effekter av polio;0
B929;Sena effekter av lepra;0
B940;Sena effekter av trakom;0
B941;Sena effekter av virusencefalit;0
B942;Sena effekter av virushepatit;0
B948;Sena effekter av andra specificerade infektionssjukdomar och parasitsjukdomar;0
B949;Sena effekter av icke specificerad infektionssjukdom eller parasitsjukdom;0
B950;Streptokocker grupp A som orsak till sjukdomar som klassificeras i andra kapitel;0
B951;Streptokocker grupp B som orsak till sjukdomar som klassificeras i andra kapitel;0
B952;Streptokocker grupp D som orsak till sjukdomar som klassificeras i andra kapitel;0
B953;Pneumokocker som orsak till sjukdomar som klassificeras i andra kapitel;0
B954;Andra specificerade streptokocker som orsak till sjukdomar som klassificeras i andra kapitel;0
B955;Icke specificerade streptokocker som orsak till sjukdomar som klassificeras i andra kapitel;0
B956;Staphylococcus aureus som orsak till sjukdomar som klassificeras i andra kapitel;0
B957;Andra specificerade stafylokocker som orsak till sjukdomar som klassificeras i andra kapitel;0
B958;Icke specificerade stafylokocker som orsak till sjukdomar som klassificeras i andra kapitel;0
B960;Mycoplasma pneumoniae som orsak till sjukdomar som klassificeras i andra kapitel;0
B961;Klebsiella pneumoniae som orsak till sjukdomar som klassificeras i andra kapitel;0
B962;Escherichia coli som orsak till sjukdomar som klassificeras i andra kapitel;0
B963;Haemophilus influenzae som orsak till sjukdomar som klassificeras i andra kapitel;0
B964;Proteus som orsak till sjukdomar som klassificeras i andra kapitel;0
B965;Pseudomonas (aeruginosa) som orsak till sjukdomar som klassificeras i andra kapitel;0
B966;Bacteroides fragilis som orsak till sjukdomar som klassificeras i andra kapitel;0
B967;Clostridium perfringens som orsak till sjukdomar som klassificeras i andra kapitel;0
B968;Andra specificerade bakterier som orsak till sjukdomar som klassificeras i andra kapitel;0
B968B;Acinetobacter som orsak till sjukdom som klassificeras i andra kapitel;0
B968C;Stenotrophomonas som orsak till sjukdom som klassificeras i andra kapitel;0
B968W;Annan specificerad bakterie som orsak till sjukdom som klassificeras i andra kapitel;0
B970;Adenovirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B971;Enterovirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B972;Coronavirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B973;Retrovirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B974;Respiratoriskt syncytialvirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B975;Reovirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B976;Parvovirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B977;Papillomvirus som orsak till sjukdomar som klassificeras i andra kapitel;0
B978;Andra virus som orsak till sjukdomar som klassificeras i andra kapitel;0
B980;Helicobacter pylori [H.pylori] som orsak till sjukdomar som klassificeras annorstädes;0
B981;Vibrio vulnificus som orsak till sjukdomar som klassificeras annorstädes;0
B999;Andra och icke specificerade infektionssjukdomar;0
C000;Malign tumör på överläppens yttersida;0
C001;Malign tumör på underläppens yttersida;0
C002;Malign tumör på läppens yttersida, över- eller underläpp ej specificerad;0
C003;Malign tumör på överläppens insida;0
C004;Malign tumör på underläppens insida;0
C005;Malign tumör på läppens insida, över- eller underläpp ej specificerad;0
C006;Malign tumör i läppkommissuren;0
C008;Malign tumör i läpp med övergripande växt;0
C009;Malign tumör i läpp, ospecificerad;0
C019;Malign tumör i tungbasen;0
C020;Malign tumör på tungans översida;0
C021;Malign tumör på tungranden;0
C022;Malign tumör på tungans undersida;0
C023;Malign tumör i de främre två tredjedelarna av tungan, lokalisationen ej närmare specificerad;0
C024;Malign tumör i tungtonsillen;0
C028;Malign tumör i tungan med övergripande växt;0
C029;Icke specificerad lokalisation av malign tumör i tungan;0
C030;Malign tumör i överkäkstandköttet;0
C031;Malign tumör i underkäkstandköttet;0
C039;Icke specificerad lokalisation av malign tumör i tandköttet;0
C040;Malign tumör i främre delen av munbotten;0
C041;Malign tumör i laterala delen av munbotten;0
C048;Malign tumör i munbotten med övergripande växt;0
C049;Icke specificerad lokalisation av malign tumör i munbotten;0
C050;Malign tumör i hårda gommen;0
C051;Malign tumör i mjuka gommen;0
C052;Malign tumör i uvula;0
C058;Malign gomtumör med övergripande växt;0
C059;Icke specificerad lokalisation av malign tumör i gommen;0
C060;Malign tumör i kindslemhinnan;0
C061;Malign tumör i muningången;0
C062;Malign tumör på retromolära ytan;0
C068;Malign muntumör med övergripande växt;0
C069;Icke specificerad lokalisation av malign tumör i munhålan;0
C079;Malign tumör i parotiskörtel;0
C080;Malign tumör i submandibulariskörtel;0
C081;Malign tumör i sublingualiskörtel;0
C088;Malign tumör i de stora spottkörtlarna med övergripande växt;0
C089;Malign tumör i stor spottkörtel, ospecificerad;0
C090;Malign tumör i fossa tonsillaris;0
C091;Malign tumör i gombåge;0
C098;Malign tonsilltumör med övergripande växt;0
C099;Malign tumör i tonsill, ospecificerad;0
C100;Malign tumör i vallecula epiglottica;0
C101;Malign tumör på främre ytan av epiglottis;0
C102;Malign tumör i laterala väggen av orofarynx;0
C103;Malign tumör i bakre väggen av orofarynx;0
C104;Malign tumör i brankialvecket;0
C108;Malign tumör i orofarynx med övergripande växt;0
C109;Icke specificerad lokalisation av malign tumör i orofarynx;0
C110;Malign tumör i övre väggen av rinofarynx;0
C111;Malign tumör i bakre väggen av rinofarynx;0
C112;Malign tumör i sidovägg av rinofarynx;0
C113;Malign tumör i främre väggen av rinofarynx;0
C118;Malign tumör i rinofarynx med övergripande växt;0
C119;Icke specificerad lokalisation av malign tumör i rinofarynx;0
C129;Malign tumör i fossa piriformis;0
C130;Malign tumör i postkrikoidala rummet;0
C131;Malign tumör i aryepiglottiska vecket, hypofaryngeala delen;0
C132;Malign tumör i bakre hypofarynxväggen;0
C138;Malign tumör i hypofarynx med övergripande växt;0
C139;Icke specificerad lokalisation av malign tumör i hypofarynx;0
C140;Icke specificerad lokalisation av malign tumör i farynx;0
C142;Malign tumör i Waldeyers ring;0
C148;Malign tumör i läpp, munhåla och farynx med övergripande växt;0
C153;Malign tumör i övre tredjedelen av esofagus;0
C154;Malign tumör i mellersta tredjedelen av esofagus;0
C155;Malign tumör i nedre tredjedelen av esofagus;0
C158;Malign tumör i esofagus med övergripande växt;0
C159;Icke specificerad lokalisation av malign tumör i esofagus;0
C160;Malign tumör i kardia;0
C160A;Malign tumör i gastroesofageala gränszonen, Siewert typ I;0
C160B;Malign tumör i gastroesofageala gränszonen, Siewert typ II;0
C160C;Malign tumör i gastroesofageala gränszonen, Siewert typ III;0
C160X;Malign tumör i kardia, ospecificerad Siewert typ;0
C161;Malign tumör i fundus ventriculi;0
C162;Malign tumör i corpus ventriculi;0
C163;Malign tumör i antrum ventriculi;0
C164;Malign tumör i pylorus;0
C165;Icke specificerad lokalisation av malign tumör i ventrikelns curvatura minor;0
C166;Icke specificerad lokalisation av malign tumör i ventrikelns curvatura major;0
C168;Malign tumör i magsäcken med övergripande växt;0
C169;Icke specificerad lokalisation av malign tumör i magsäcken;0
C170;Malign tumör i duodenum;0
C171;Malign tumör i jejunum;0
C172;Malign tumör i ileum;0
C173;Malign tumör i Meckels divertikel;0
C178;Malign tumör i tunntarmen med övergripande växt;0
C179;Icke specificerad lokalisation av malign tumör i tunntarmen;0
C180;Malign tumör i caecum;0
C181;Malign tumör i appendix;0
C182;Malign tumör i colon ascendens;0
C183;Malign tumör i flexura hepatica;0
C184;Malign tumör i colon transversum;0
C185;Malign tumör i flexura lienalis;0
C186;Malign tumör i colon descendens;0
C187;Malign tumör i sigmoideum;0
C188;Malign tumör i kolon med övergripande växt;0
