kóði;enskt heiti;;staða
B50.0;Plasmodium falciparum malaria with cerebral complications;;1
B50.8;Other severe and complicated Plasmodium falciparum malaria;;1
B50.9;Plasmodium falciparum malaria, unspecified;;1
B51.0;Plasmodium vivax malaria with rupture of spleen;;1
B51.8;Plasmodium vivax malaria with other complications;;1
B51.9;Plasmodium vivax malaria without complication;;1
B52.0;Plasmodium malariae malaria with nephropathy;;1
B52.8;Plasmodium malariae malaria with other complications;;1
B52.9;Plasmodium malariae malaria without complication;;1
B53.0;Plasmodium ovale malaria;;1
B53.1;Malaria due to simian plasmodia;;1
B53.8;Other parasitologically confirmed malaria, not elsewhere classified;;1
B54;Unspecified malaria;;1
B55.0;Visceral leishmaniasis;;1
B55.1;Cutaneous leishmaniasis;;1
B55.2;Mucocutaneous leishmaniasis;;1
B55.9;Leishmaniasis, unspecified;;1
B56.0;Gambiense trypanosomiasis;;1
B56.1;Rhodesiense trypanosomiasis;;1
B56.9;African trypanosomiasis, unspecified;;1
B57.0;Acute Chagas' disease with heart involvement (I41.2*, I98.1*);;1
B57.1;Acute Chagas' disease without heart involvement;;1
B57.2;Chagas' disease (chronic) with heart involvement;;1
B57.3;Chagas' disease (chronic) with digestive system involvement;;1
B57.4;Chagas' disease (chronic) with nervous system involvement;;1
B57.5;Chagas' disease (chronic) with other organ involvement;;1
B58.0;Toxoplasma oculopathy;;1
B58.1;Toxoplasma hepatitis (K77.0*);;1
B58.2;Toxoplasma meningoencephalitis (G05.2*);;1
B58.3;Pulmonary toxoplasmosis (J17.3*);;1
B58.8;Toxoplasmosis with other organ involvement;;1
B58.9;Toxoplasmosis, unspecified;;1
B59;Pneumocystosis (J17.3*);;1
B60.0;Babesiosis;;1
B60.1;Acanthamoebiasis;;1
B60.2;Naegleriasis;;1
B60.8;Other specified protozoal diseases;;1
B64;Unspecified protozoal disease;;1
B65.0;Schistosomiasis due to Schistosoma haematobium [ urinary schistosomiasis ];;1
B65.1;Schistosomiasis due to Schistosoma mansoni [ intestinal schistosomiasis ];;1
B65.2;Schistosomiasis due to Schistosoma japonicum;;1
B65.3;Cercarial dermatitis;;1
B65.8;Other schistosomiases;;1
B65.9;Schistosomiasis, unspecified;;1
B66.0;Opisthorchiasis;;1
B66.1;Clonorchiasis;;1
B66.2;Dicrocoeliasis;;1
B66.3;Fascioliasis;;1
B66.4;Paragonimiasis;;1
B66.5;Fasciolopsiasis;;1
B66.8;Other specified fluke infections;;1
B66.9;Fluke infection, unspecified;;1
B67.0;Echinococcus granulosus infection of liver;;1
B67.1;Echinococcus granulosus infection of lung;;1
B67.2;Echinococcus granulosus infection of bone;;1
B67.3;Echinococcus granulosus infection, other and multiple sites;;1
B67.4;Echinococcus granulosus infection, unspecified;;1
B67.5;Echinococcus multilocularis infection of liver;;1
B67.6;Echinococcus multilocularis infection, other and multiple sites;;1
B67.7;Echinococcus multilocularis infection, unspecified;;1
B67.8;Echinococcosis, unspecified, of liver;;1
B67.9;Echinococcosis, other and unspecified;;1
B68.0;Taenia solium taeniasis;;1
B68.1;Taenia saginata taeniasis;;1
B68.9;Taeniasis, unspecified;;1
B69.0;Cysticercosis of central nervous system;;1
B69.1;Cysticercosis of eye;;1
B69.8;Cysticercosis of other sites;;1
B69.9;Cysticercosis, unspecified;;1
B70.0;Diphyllobothriasis;;1
B70.1;Sparganosis;;1
B71.0;Hymenolepiasis;;1
B71.1;Dipylidiasis;;1
B71.8;Other specified cestode infections;;1
B71.9;Cestode infection, unspecified;;1
B72;Dracunculiasis;;1
B73;Onchocerciasis;;1
B74.0;Filariasis due to Wuchereria bancrofti;;1
B74.1;Filariasis due to Brugia malayi;;1
B74.2;Filariasis due to Brugia timori;;1
B74.3;Loiasis;;1
B74.4;Mansonelliasis;;1
B74.8;Other filariases;;1
B74.9;Filariasis, unspecified;;1
B75;Trichinellosis;;1
B76.0;Ancylostomiasis;;1
B76.1;Necatoriasis;;1
B76.8;Other hookworm diseases;;1
B76.9;Hookworm disease, unspecified;;1
B77.0;Ascariasis with intestinal complications;;1
B77.8;Ascariasis with other complications;;1
B77.9;Ascariasis, unspecified;;1
B78.0;Intestinal strongyloidiasis;;1
B78.1;Cutaneous strongyloidiasis;;1
B78.7;Disseminated strongyloidiasis;;1
B78.9;Strongyloidiasis, unspecified;;1
B79;Trichuriasis;;1
B80;Enterobiasis;;1
B81.0;Anisakiasis;;1
B81.1;Intestinal capillariasis;;1
B81.2;Trichostrongyliasis;;1
B81.3;Intestinal angiostrongyliasis;;1
B81.4;Mixed intestinal helminthiases;;1
B81.8;Other specified intestinal helminthiases;;1
B82.0;Intestinal helminthiasis, unspecified;;1
B82.9;Intestinal parasitism, unspecified;;1
B83.0;Visceral larva migrans;;1
B83.1;Gnathostomiasis;;1
B83.2;Angiostrongyliasis due to Parastrongylus cantonensis;;1
B83.3;Syngamiasis;;1
B83.4;Internal hirudiniasis;;1
B83.8;Other specified helminthiases;;1
B83.9;Helminthiasis, unspecified;;1
B85.0;Pediculosis due to Pediculus humanus capitis;;1
B85.1;Pediculosis due to Pediculus humanus corporis;;1
B85.2;Pediculosis, unspecified;;1
B85.3;Phthiriasis;;1
B85.4;Mixed pediculosis and phthiriasis;;1
B86;Scabies;;1
B87.0;Cutaneous myiasis;;1
B87.1;Wound myiasis;;1
B87.2;Ocular myiasis;;1
B87.3;Nasopharyngeal myiasis;;1
B87.4;Aural myiasis;;1
B87.8;Myiasis of other sites;;1
B87.9;Myiasis, unspecified;;1
B88.0;Other acariasis;;1
B88.1;Tungiasis [sandflea infestation];;1
B88.2;Other arthropod infestations;;1
B88.3;External hirudiniasis;;1
B88.8;Other specified infestations;;1
B88.9;Infestation, unspecified;;1
B89;Unspecified parasitic disease;;1
B90.0;Sequelae of central nervous system tuberculosis;;1
B90.1;Sequelae of genitourinary tuberculosis;;1
B90.2;Sequelae of tuberculosis of bones and joints;;1
B90.8;Sequelae of tuberculosis of other organs;;1
B90.9;Sequelae of respiratory and unspecified tuberculosis;;1
B91;Sequelae of poliomyelitis;;1
B92;Sequelae of leprosy;;1
B94.0;Sequelae of trachoma;;1
B94.1;Sequelae of viral encephalitis;;1
B94.2;Sequelae of viral hepatitis;;1
B94.8;Sequelae of other specified infectious and parasitic diseases;;1
B94.9;Sequelae of unspecified infectious or parasitic disease;;1
B95.0;Streptococcus, group A, as the cause of diseases classified to other chapters;;1
B95.1;Streptococcus, group B, as the cause of diseases classified to other chapters;;1
B95.2;Streptococcus, group D, as the cause of diseases classified to other chapters;;1
B95.3;Streptococcus pneumoniae as the cause of diseases classified to other chapters;;1
B95.4;Other streptococcus as the cause of diseases classified to other chapters;;1
B95.5;Unspecified streptococcus as the cause of diseases classified to other chapters;;1
B95.6;Staphylococcus aureus as the cause of diseases classified to other chapters;;1
B95.7;Other staphylococcus as the cause of diseases classified to other chapters;;1
B95.8;Unspecified staphylococcus as the cause of diseases classified to other chapters;;1
B96.0;Mycoplasma pneumoniae [ M. pneumoniae ] as the cause of diseases classified to other chapters;;1
B96.1;Klebsiella pneumoniae [ K. pneumoniae ] as the cause of diseases classified to other chapters;;1
B96.2;Escherichia coli [ E. coli ] as the cause of diseases classified to other chapters;;1
B96.3;Haemophilus influenzae [ H. influenzae ] as the cause of diseases classified to other chapters;;1
B96.4;Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters;;1
B96.5;Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters;;1
B96.6;Bacillus fragilis [ B. fragilis ] as the cause of diseases classified to other chapters;;1
B96.7;Clostridium perfringens [ C. perfringens ] as the cause of diseases classified to other chapters;;1
B96.8;Other specified bacterial agents as the cause of diseases classified to other chapters;;1
B97.0;Adenovirus as the cause of diseases classified to other chapters;;1
B97.1;Enterovirus as the cause of diseases classified to other chapters;;1
B97.2;Coronavirus as the cause of diseases classified to other chapters;;1
B97.3;Retrovirus as the cause of diseases classified to other chapters;;1
B97.4;Respiratory syncytial virus as the cause of diseases classified to other chapters;;1
B97.5;Reovirus as the cause of diseases classified to other chapters;;1
B97.6;Parvovirus as the cause of diseases classified to other chapters;;1
B97.7;Papillomavirus as the cause of diseases classified to other chapters;;1
B97.8;Other viral agents as the cause of diseases classified to other chapters;;1
B98.0;Helicobacter pylori [ H.pylori ] as the cause of diseases classified to other chapters;;1
B98.1;Vibrio vulnificus as the cause of diseases classified to other chapters;;1
B99;Other and unspecified infectious diseases;;1
C00.0;Malignant neoplasm of external upper lip;;1
C00.1;Malignant neoplasm of external lower lip;;1
C00.2;Malignant neoplasm of external lip, unspecified;;1
C00.3;Malignant neoplasm of upper lip, inner aspect;;1
C00.4;Malignant neoplasm of lower lip, inner aspect;;1
C00.5;Malignant neoplasm of lip, unspecified, inner aspect;;1
C00.6;Malignant neoplasm of commissure of lip;;1
C00.8;Malignant neoplasm of overlapping lesion of lip;;1
C00.9;Malignant neoplasm of lip, unspecified;;1
C01;Malignant neoplasm of base of tongue;;1
C02.0;Malignant neoplasm of dorsal surface of tongue;;1
C02.1;Malignant neoplasm of border of tongue;;1
C02.2;Malignant neoplasm of ventral surface of tongue;;1
C02.3;Malignant neoplasm of anterior two-thirds of tongue, part unspecified;;1
C02.4;Malignant neoplasm of lingual tonsil;;1
C02.8;Malignant neoplasm of overlapping lesion of tongue;;1
C02.9;Malignant neoplasm of tongue, unspecified;;1
C03.0;Malignant neoplasm of upper gum;;1
C03.1;Malignant neoplasm of lower gum;;1
C03.9;Malignant neoplasm of gum, unspecified;;1
C04.0;Malignant neoplasm of anterior floor of mouth;;1
C04.1;Malignant neoplasm of lateral floor of mouth;;1
C04.8;Malignant neoplasm of overlapping lesion of floor of mouth;;1
C04.9;Malignant neoplasm of floor of mouth, unspecified;;1
C05.0;Malignant neoplasm of hard palate;;1
C05.1;Malignant neoplasm of soft palate;;1
C05.2;Malignant neoplasm of uvula;;1
C05.8;Malignant neoplasm of overlapping lesion of palate;;1
C05.9;Malignant neoplasm of palate, unspecified;;1
C06.0;Malignant neoplasm of cheek mucosa;;1
C06.1;Malignant neoplasm of vestibule of mouth;;1
C06.2;Malignant neoplasm of retromolar area;;1
C06.8;Malignant neoplasm of overlapping lesion of other and unspecified parts of mouth;;1
C06.9;Malignant neoplasm of mouth, unspecified;;1
C07;Malignant neoplasm of parotid gland;;1
C08.0;Malignant neoplasm of submandibular gland;;1
C08.1;Malignant neoplasm of sublingual gland;;1
C08.8;Malignant neoplasm of overlapping lesion of major salivary glands;;1
C08.9;Malignant neoplasm of major salivary gland, unspecified;;1
C09.0;Malignant neoplasm of tonsillar fossa;;1
C09.1;Malignant neoplasm of tonsillar pillar (anterior)(posterior);;1
C09.8;Malignant neoplasm of overlapping lesion of tonsil;;1
C09.9;Malignant neoplasm of tonsil, unspecified;;1
C10.0;Malignant neoplasm of vallecula;;1
C10.1;Malignant neoplasm of anterior surface of epiglottis;;1
C10.2;Malignant neoplasm of lateral wall of oropharynx;;1
C10.3;Malignant neoplasm of posterior wall of oropharynx;;1
C10.4;Malignant neoplasm of branchial cleft;;1
C10.8;Malignant neoplasm of overlapping lesion of oropharynx;;1
C10.9;Malignant neoplasm of oropharynx, unspecified;;1
C11.0;Malignant neoplasm of superior wall of nasopharynx;;1
C11.1;Malignant neoplasm of posterior wall of nasopharynx;;1
C11.2;Malignant neoplasm of lateral wall of nasopharynx;;1
C11.3;Malignant neoplasm of anterior wall of nasopharynx;;1
C11.8;Malignant neoplasm of overlapping lesion of nasopharynx;;1
C11.9;Malignant neoplasm of nasopharynx, unspecified;;1
C12;Malignant neoplasm of pyriform sinus;;1
C13.0;Malignant neoplasm of postcricoid region;;1
C13.1;Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect;;1
C13.2;Malignant neoplasm of posterior wall of hypopharynx;;1
C13.8;Malignant neoplasm of overlapping lesion of hypopharynx;;1
C13.9;Malignant neoplasm of hypopharynx, unspecified;;1
C14.0;Malignant neoplasm of pharynx, unspecified;;1
C14.2;Malignant neoplasm of waldeyers ring;;1
C14.8;Malignant neoplasm of overlapping lesion of lip, oral cavity and pharynx;;1
C15.0;Malignant neoplasm of cervical part of oesophagus;;1
C15.1;Malignant neoplasm of thoracic part of oesophagus;;1
C15.2;Malignant neoplasm of abdominal part of oesophagus;;1
C15.3;Malignant neoplasm of upper third of oesophagus;;1
C15.4;Malignant neoplasm of middle third of oesophagus;;1
C15.5;Malignant neoplasm of lower third of oesophagus;;1
C15.8;Malignant neoplasm of overlapping lesion of oesophagus;;1
C15.9;Malignant neoplasm of oesophagus, unspecified;;1
C16.0;Malignant neoplasm of cardia;;1
C16.1;Malignant neoplasm of fundus of stomach;;1
C16.2;Malignant neoplasm of body of stomach;;1
C16.3;Malignant neoplasm of pyloric antrum;;1
C16.4;Malignant neoplasm of pylorus;;1
C16.5;Malignant neoplasm of lesser curvature of stomach, unspecified;;1
C16.6;Malignant neoplasm of greater curvature of stomach, unspecified;;1
C16.8;Malignant neoplasm of overlapping lesion of stomach;;1
C16.9;Malignant neoplasm of stomach, unspecified;;1
C17.0;Malignant neoplasm of duodenum;;1
C17.1;Jejunum;;1
C17.2;Malignant neoplasm of ileum;;1
C17.3;Malignant neoplasm of meckel's diverticulum;;1
C17.8;Malignant neoplasm of overlapping lesion of small intestine;;1
C17.9;Malignant neoplasm of small intestine, unspecified;;1
C18.0;Malignant neoplasm of caecum;;1
C18.1;Malignant neoplasm of appendix;;1
C18.2;Malignant neoplasm of ascending colon;;1
C18.3;Malignant neoplasm of hepatic flexure;;1
C18.4;Malignant neoplasm of transverse colon;;1
C18.5;Malignant neoplasm of splenic flexure;;1
C18.6;Malignant neoplasm of descending colon;;1
C18.7;Malignant neoplasm of sigmoid colon;;1
C18.8;Malignant neoplasm of overlapping lesion of colon;;1
C18.9;Malignant neoplasm of colon, unspecified;;1
C19;Malignant neoplasm of rectosigmoid junction;;1
C20;Malignant neoplasm of rectum;;1
C21.0;Malignant neoplasm of anus, unspecified;;1
C21.1;Malignant neoplasm of anal canal;;1
C21.2;Malignant neoplasm of cloacogenic zone;;1
C21.8;Malignant neoplasm of overlapping lesion of rectum, anus and anal canal;;1
C22.0;Malignant neoplasm of liver cell carcinoma;;1
C22.1;Malignant neoplasm of intrahepatic bile duct carcinoma;;1
C22.2;Malignant neoplasm of hepatoblastoma;;1
C22.3;Malignant neoplasm of angiosarcoma of liver;;1
C22.4;Malignant neoplasm of other sarcomas of liver;;1
C22.7;Malignant neoplasm of other specified carcinomas of liver;;1
C22.9;Malignant neoplasm of liver, unspecified;;1
C23;Malignant neoplasm of gallbladder;;1
C24.0;Malignant neoplasm of extrahepatic bile duct;;1
C24.1;Malignant neoplasm of ampulla of Vater;;1
C24.8;Malignant neoplasm of overlapping lesion of biliary tract;;1
C24.9;Malignant neoplasm of biliary tract, unspecified;;1
C25.0;Malignant neoplasm of head of pancreas;;1
C25.1;Body of pancreas;;1
C25.2;Malignant neoplasm of tail of pancreas;;1
C25.3;Malignant neoplasm of pancreatic duct;;1
C25.4;Malignant neoplasm of endocrine pancreas;;1
C25.7;Malignant neoplasm of other parts of pancreas;;1
C25.8;Malignant neoplasm of overlapping lesion of pancreas;;1
C25.9;Malignant neoplasm of pancreas, unspecified;;1
C26.0;Malignant neoplasm of intestinal tract, part unspecified;;1
C26.1;Malignant neoplasm of spleen;;1
C26.8;Malignant neoplasm of overlapping lesion of digestive system;;1
C26.9;Malignant neoplasm of ill-defined sites within the digestive system;;1
C30.0;Malignant neoplasm of nasal cavity and middle ear;;1
C30.1;Malignant neoplasm of middle ear;;1
C31.0;Maxillary sinus;;1
C31.1;Malignant neoplasm of ethmoidal sinus;;1
C31.2;Malignant neoplasm of frontal sinus;;1
C31.3;Malignant neoplasm of sphenoidal sinus;;1
C31.8;Malignant neoplasm of overlapping lesion of accessory sinuses;;1
C31.9;Malignant neoplasm of accessory sinus, unspecified;;1
C32.0;Malignant neoplasm of glottis;;1
C32.1;Malignant neoplasm of supraglottis;;1
C32.2;Malignant neoplasm of subglottis;;1
C32.3;Malignant neoplasm of laryngeal cartilage;;1
C32.8;Malignant neoplasm of overlapping lesion of larynx;;1
C32.9;Malignant neoplasm of larynx, unspecified;;1
C33;Malignant neoplasm of trachea;;1
C34.0;Malignant neoplasm of main bronchus;;1
C34.1;Malignant neoplasm of upper lobe, bronchus or lung;;1
C34.2;Malignant neoplasm of middle lobe, bronchus or lung;;1
C34.3;Malignant neoplasm of lower lobe, bronchus or lung;;1
C34.8;Malignant neoplasm of overlapping lesion of bronchus and lung;;1
C34.9;Malignant neoplasm of bronchus or lung, unspecified;;1
C37;Malignant neoplasm of thymus;;1
C38.0;Malignant neoplasm of heart;;1
C38.1;Malignant neoplasm of anterior mediastinum;;1
C38.2;Malignant neoplasm of posterior mediastinum;;1
C38.3;Malignant neoplasm of mediastinum, part unspecified;;1
C38.4;Malignant neoplasm of pleura;;1
C38.8;Malignant neoplasm overlapping lesion of heart, mediastinum and pleura;;1
C39.0;Malignant neoplasm of upper respiratory tract, part unspecified;;1
C39.8;Malignant neoplasm of overlapping lesion of respiratory and intrathoracic organs;;1
C39.9;Malignant neoplasm of ill-defined sites within the respiratory system;;1
C40.0;Malignant neoplasm of scapula and long bones of upper limb;;1
C40.1;Malignant neoplasm of short bones of upper limb;;1
C40.2;Malignant neoplasm of long bones of lower limb;;1
C40.3;Malignant neoplasm of short bones of lower limb;;1
C40.8;Malignant neoplasm of overlapping lesion of bone and articular cartilage of limbs;;1
C40.9;Malignant neoplasm of bone and articular cartilage of limb, unspecified;;1
C41.0;Malignant neoplasm of bones of skull and face;;1
C41.1;Malignant neoplasm of mandible;;1
C41.2;Malignant neoplasm of vertebral column;;1
C41.3;Malignant neoplasm of ribs, sternum and clavicle;;1
C41.4;Malignant neoplasm of pelvic bones, sacrum and coccyx;;1
C41.8;Malignant neoplasm of overlapping lesion of bone and articular cartilage;;1
C41.9;Malignant neoplasm of bone and articular cartilage, unspecified;;1
C43.0;Malignant melanoma of lip;;1
C43.1;Malignant melanoma of eyelid, including canthus;;1
C43.2;Malignant melanoma of ear and external auricular canal;;1
C43.3;Malignant melanoma of other and unspecified parts of face;;1
C43.4;Malignant melanoma of scalp and neck;;1
C43.5;Malignant melanoma of trunk;;1
C43.6;Malignant melanoma of upper limb, including shoulder;;1
C43.7;Malignant melanoma of lower limb, including hip;;1
C43.8;Overlapping malignant melanoma of skin;;1
C43.9;Malignant melanoma of skin, unspecified;;1
C44.0;Malignant neoplasm of skin of lip;;1
C44.1;Malignant neoplasm of skin of eyelid, including canthus;;1
C44.2;Malignant neoplasm of skin of ear and external auricular canal;;1
C44.3;Malignant neoplasm of skin of other and unspecified parts of face;;1
C44.4;Malignant neoplasm of skin of scalp and neck;;1
C44.5;Malignant neoplasm of skin of trunk;;1
